Transaction ID,Customer ID,Transaction Date,Transaction Amount,Merchant,Location,Transaction Type,Card Type,Is Fraudulent
9d00b342-cde5-43a2-8380-d1c69b8f1e01,f12ead31-4239-43b7-8c5c-92ea93edf52e,2024-01-22 02:37:29,489.33,Tyler LLC,Brianton,Online Purchase,MasterCard,No
cdd80712-5004-44d0-bb2d-5b3bac9fda24,5867943d-7e54-42aa-bdad-f0524bfa81bb,2024-07-25 09:50:31,1139.04,Matthews LLC,Kathrynport,Online Purchase,Visa,Yes
db8a726c-69e9-40fe-9735-602be82bec66,0acc1e08-74f6-4ee7-8509-84b596186ea5,2024-04-23 19:06:28,166.73,"Jordan, Larsen and Cook",South Jeremyburgh,ATM Withdrawal,Discover,No
1cec8fed-8845-4c73-b47f-8beca4cb166c,22b76c53-99c6-4b25-903f-5ee1674c00e3,2024-06-28 23:39:55,1466.5,Pena and Sons,Oliviastad,In-Store Purchase,MasterCard,No
8976714c-40ba-466b-b9a7-ddd77d5e9767,ec468849-30dd-4c85-bdcb-e78e36d8e98b,2024-04-18 16:35:05,1633.89,Carlson Group,Pattersonmouth,Online Purchase,Visa,No
e99197b5-77a2-4134-bc4b-f08769cd5773,d8f5f7a4-8e92-4153-abe0-7c0a2a9a07af,2024-04-23 01:19:59,1956.19,Evans Inc,Terrystad,Online Purchase,Amex,Yes
dbfdf3eb-128c-4663-a8bb-4334e200a1bd,41842f20-1aa9-48bf-9771-cfd66dcaefb1,2023-10-22 07:18:51,1070.09,Walsh-Montoya,East Davidmouth,ATM Withdrawal,Discover,Yes
02a2680c-2f18-49b7-b7e5-da4777839ba8,d69a7c4b-8f2a-4754-8b12-26338df42f56,2024-04-08 19:43:35,260.26,"Lopez, Glenn and Smith",Lake Lauren,ATM Withdrawal,Visa,Yes
826b0592-4612-4335-b78b-c18722c5e386,dd61ccb0-0508-4705-9bb1-fe6adf667e6e,2023-09-06 13:05:39,1322.9,Hill LLC,South Edward,ATM Withdrawal,Amex,Yes
444ac802-a4eb-4353-b892-dd48ad5cc111,15575765-b62f-4061-9fe9-17d4fb296b01,2024-06-23 16:44:43,1894.23,Miller PLC,West Sheri,Online Purchase,MasterCard,Yes
314342ba-f49d-4f97-a5bc-21628c3965ca,72c65887-db9b-49b1-bafe-5d8f39fb5fe1,2024-07-28 14:54:32,338.6,Garcia-Rojas,Philipmouth,ATM Withdrawal,Discover,Yes
a86f1153-0e6a-4546-86ef-c5d925294dad,fb23fe19-43e8-4ddb-be8c-51c902d633e8,2024-03-07 04:07:16,1060.07,Golden-Larsen,Port Anthonyhaven,Online Purchase,MasterCard,No
f4f31664-badc-405c-a0fb-770e5df24745,f2debecc-5f14-4ceb-9b6e-9fa076c9cccd,2024-02-14 05:35:27,1217.12,Doyle and Sons,Port Nicole,Online Purchase,Discover,No
9179dfe9-01c0-4001-ad68-caf5ccff7c14,6a4f45c6-6592-4a29-84a4-11f55ffbc057,2023-10-26 00:08:57,1929.08,"Wright, Young and Ayers",Davismouth,Online Purchase,Amex,Yes
0f8bb085-dc23-4645-aa0b-6b6b1a38f3da,17ceef34-0383-4fa7-988a-9dce68496967,2023-09-04 15:35:01,1858.54,Brown LLC,Keithmouth,In-Store Purchase,Visa,No
43c6c4bb-37cc-4f91-8532-1b2e7ecaa57b,bc3df3f3-5530-4b2a-b341-e709a04de045,2024-01-31 07:37:47,1512.98,"Richards, Simpson and Smith",Jonathanburgh,Online Purchase,Amex,No
da92b3ee-15b2-40ff-a92e-2d6c68fe5b15,1d28a246-cb34-4cb2-91e4-dc53aa204275,2024-06-13 19:36:24,1382.84,"Erickson, Phelps and Bell",Lake Nicole,ATM Withdrawal,MasterCard,No
3df271fc-c3e0-4266-baa1-eb5ac094accf,6f4e7161-13f9-4299-84f8-0c5b2049ff5a,2024-01-06 02:28:05,1428.77,"Miller, Williams and Neal",Knoxborough,ATM Withdrawal,Amex,Yes
f305da99-83b2-49f5-a205-30c85e5c93a0,c69852cb-59f8-48de-9be0-e498f3290cb9,2024-05-24 04:56:33,803.99,Ochoa-Acosta,Comptonhaven,Online Purchase,Visa,Yes
a10e7c9a-3973-4c44-852d-6456fe32f192,f66de564-e357-4265-b1a1-17b29e5bad28,2024-08-16 15:33:02,1346.66,"Walker, Peterson and Ballard",North Cheryl,ATM Withdrawal,MasterCard,Yes
81e41519-9187-4815-8e3d-38b02cc30b2b,9906d05b-a2f8-4af7-b3c4-d94d893303d1,2024-07-13 13:35:43,753.11,Howard Group,Lake Joseph,Online Purchase,Amex,No
d6d22b9f-67d1-43b6-a665-0728c76ff7fc,e37b5386-4745-46ef-8968-34efc2069a84,2024-07-13 06:32:11,1800.23,"Reyes, Mays and Barnes",New Cody,In-Store Purchase,MasterCard,Yes
2a76070e-3535-432e-94c0-c0ed2dd56c1a,c0774a77-7915-4687-8de0-9182c339f058,2023-09-18 23:53:39,908.46,Arnold-Friedman,Ronaldburgh,Online Purchase,Discover,Yes
b4439b56-890d-4f39-8562-5022ac47b7ad,1dd8a057-74e1-4704-b42e-334b4bfe148d,2024-01-23 17:27:37,503.33,Ford Inc,West Michaelport,Online Purchase,Visa,Yes
9c44f731-5cf2-4e6b-a188-a2b1179e5d80,36408d07-f8b1-4fdf-9ca3-683c20b3fa75,2023-09-17 22:33:52,137.41,Blake Group,Sandersfort,Online Purchase,Amex,No
91001b35-d3c0-4f5e-87dd-3497e94be822,bc033401-2606-4642-be35-f020845bb720,2024-05-04 07:12:54,51.86,Berg Group,Troyshire,Online Purchase,Discover,No
687d7d50-740e-401e-85b5-c6a1728d2b99,ce325594-df20-497a-8860-9a772669d31c,2024-01-15 08:16:16,1112.3,Gomez Inc,Lake Donna,In-Store Purchase,MasterCard,No
cb104174-0078-4baf-9e13-a4b8fe74c7aa,4c060634-1a74-48bd-adc8-cd0d9482ad3d,2024-07-06 04:05:19,1181.0,Forbes-Collins,Patriciaside,In-Store Purchase,Visa,No
4c8d1274-bf84-4481-bdd5-069deb021b18,9215c4c2-b06e-4fc8-abff-3861675f0900,2023-08-30 18:36:52,24.31,Barton-Williams,New Deborahview,Online Purchase,Discover,Yes
09cc0520-b914-478f-9eac-daacfc182c62,1c8b3303-50f8-4ec0-abb9-2bf763c39d7e,2023-10-18 01:07:27,1418.6,Porter-Evans,Karaside,ATM Withdrawal,MasterCard,Yes
0f8c49de-ccfe-43cc-8cb6-e96ac92c11c9,0bf18a3d-ead7-4acb-be1b-72480e1790ed,2024-02-09 03:14:13,127.16,Patterson-Harper,Port Taraburgh,In-Store Purchase,Visa,No
836140e7-307c-423c-9f9f-d0777479f012,5b6e96ca-8929-468e-af19-f77c56a29db9,2024-05-23 02:15:09,144.13,Wallace and Sons,Montgomeryton,ATM Withdrawal,Visa,No
364b5105-f3f2-46ed-935a-0e9fd3d4a328,42ee18cb-3117-4bb8-9570-dd61c423a6e4,2023-11-10 12:18:40,72.51,Perez-Turner,South Becky,Online Purchase,Amex,No
65103f37-4f99-466d-bc45-449e5bbfcb8f,2cc76caa-efde-4853-a6ce-e718d490a52b,2023-10-03 10:40:16,667.55,Mccoy Inc,Frazierview,ATM Withdrawal,Discover,Yes
8651aa69-9181-4f25-af99-b520f48659e3,48c7d38f-ab71-40b1-956e-4087a75afd2e,2023-10-09 12:52:10,1033.17,Chase Ltd,Cynthiastad,ATM Withdrawal,Visa,Yes
ed0f7fc3-abac-4176-bebf-42394f7dee49,86ed2381-1fde-4b76-90e3-8641764480f2,2023-09-04 14:21:27,564.17,"Mora, Fritz and Knapp",West Cindyhaven,In-Store Purchase,Discover,Yes
37839ec3-b7dc-4cfa-bb8c-3b1e38dc19fc,deb3ce59-6910-4500-bd49-3a6fa2891761,2023-12-31 17:45:16,975.97,Goodwin Group,South Gary,In-Store Purchase,Visa,No
14425e67-9a8a-4813-abbc-6aef7d8b2369,6919f90c-1364-4523-8b0e-b3b3a9137c92,2023-10-01 02:31:07,1083.08,Jones Ltd,East Joseph,Online Purchase,Discover,Yes
39212bb6-8c9f-41be-87c0-396e7cc3782c,fd465451-8995-4b8c-8877-daee8f015604,2024-06-11 06:02:12,1449.47,"Medina, Everett and Scott",Lake Patriciaberg,ATM Withdrawal,Discover,Yes
ee223b7d-3496-4c59-9661-d60204f14c29,05743a7d-b8f7-426b-8475-a37a38d14b55,2024-02-24 16:52:59,1765.94,Smith-Carlson,Kristinestad,In-Store Purchase,Visa,Yes
55e82ca7-1638-41e5-abb0-961148f38767,e91971b0-3edb-4d4a-9323-37196da2f744,2024-08-12 23:27:38,1156.66,"Jones, Brown and Copeland",East Stacy,Online Purchase,MasterCard,No
e82fedcc-b368-4799-b6ae-c676f0c22cff,04a63b5e-bebe-4e30-884f-0a5dfa3b1f67,2024-04-20 18:58:35,493.56,Serrano-Woods,New John,ATM Withdrawal,MasterCard,Yes
a6e6eb3b-f7aa-45ed-84ea-11da59fb086b,ac0a6071-dd8b-49b7-ab66-6aed10a8e185,2024-02-18 04:39:02,951.22,Harrington-Wall,South Amanda,In-Store Purchase,Discover,Yes
cc3833a3-57fe-4118-85a6-ac117b662575,c5eb54fb-8203-4283-8932-8a9d2293e2d1,2023-11-03 16:27:16,820.05,Payne-Lewis,Lewisville,Online Purchase,Visa,No
0d9ee591-3b50-4e9b-969f-fdd6b1d1fa30,38ab2905-c424-4b5b-af01-7d148290f237,2023-11-17 15:08:20,197.71,"Harvey, Shaw and Cook",New Courtney,In-Store Purchase,MasterCard,Yes
97d82ef4-f399-440c-9c00-0d0f8d6fbec8,540d5115-bfe2-4e2c-9b6d-3835600df536,2024-05-14 15:53:38,1321.38,"Barker, Bauer and Flores",East Patrick,ATM Withdrawal,Visa,No
9a4acc97-9687-46ca-9005-9a1ebe8ccb57,cfb062ab-54e8-483c-986c-1523a474f96f,2023-09-21 22:27:16,715.05,Jones-Case,Jonesland,In-Store Purchase,Amex,No
b0d50f17-3d20-4ef1-afad-a308e05fd85e,69d860e9-65f8-422d-a7c0-b6bfaef4bce0,2024-04-01 19:56:19,828.09,Green and Sons,New Nicholasmouth,ATM Withdrawal,Visa,Yes
ee0651c7-3b56-41f6-8d82-5f6b28f0d15b,654c4d08-9874-4279-be1a-a193ec6a88b6,2024-04-09 23:39:51,1729.04,Lopez LLC,Maryfurt,ATM Withdrawal,MasterCard,Yes
474f266c-56eb-435e-a1f8-ebc1f5fb9737,e7c51318-f33f-4ff2-acd1-19e83059b3b3,2024-02-14 07:13:48,117.8,Shelton-Mcdonald,West Robert,Online Purchase,Discover,Yes
a9308713-01ee-4340-b75c-c8390bba11ae,e6c7916d-bbbc-4334-b4d7-adbe34280bea,2024-03-17 17:30:42,1310.38,"White, Hester and Martinez",Smithburgh,Online Purchase,MasterCard,Yes
2cf385d4-8441-4c8f-b11b-4ae2baa79285,c13c8273-444e-45f9-8547-0e40531eb01a,2024-01-29 07:19:13,1295.9,Hansen Group,Port Dana,Online Purchase,Discover,No
b9711c68-e30a-44ad-8948-1b91fabee3d1,be412272-e0f5-4c99-a852-537e0e829516,2023-09-16 12:24:56,130.62,"Hernandez, Coleman and Finley",New Nicholas,In-Store Purchase,Discover,No
407bf07a-7283-4d66-ad1b-95f30ce1d817,8f261c00-4982-4182-b62c-c0f01f9a28fe,2024-03-21 17:02:41,1459.15,"Randolph, Castillo and White",New Juanmouth,ATM Withdrawal,Amex,No
e4f296c9-ad69-42d4-9b8f-a89715a16e57,bd10eeb6-439e-49fe-856e-76734926e336,2023-12-09 18:28:00,1603.18,"Eaton, Parker and Petty",Lake Xavierstad,Online Purchase,MasterCard,Yes
48047a2c-0295-40b5-8073-b017e2ea29b8,315d9087-264b-4aaa-9f9b-f7fad0f0fd52,2024-08-12 15:06:54,227.45,Blevins Inc,South Alexandrafurt,In-Store Purchase,MasterCard,No
2aa0c1a8-05c3-4501-a8b4-2a4d65b1da11,f6e07e4d-ae67-4cbd-8965-acb008f359be,2023-11-14 09:49:02,391.26,Taylor and Sons,East Charles,ATM Withdrawal,Discover,Yes
82a6ea62-bfaf-47e4-9ff1-eba1e7dedfd2,b4179716-b372-48f9-9ba7-6c79a1dac8f2,2024-03-24 15:29:58,1077.21,Wagner and Sons,New Stephen,ATM Withdrawal,Amex,No
58317f56-5fb3-46c5-a9a7-a11c0cf8d433,cc096889-e852-4dcc-8601-eec96fb1e009,2023-11-28 07:33:23,288.96,Huber-Hart,Evansmouth,In-Store Purchase,Discover,Yes
46f6002d-5d83-404d-849e-6dc56bb5a1ca,d01dc387-8b68-4e55-95cb-ec090c70ef9c,2024-03-08 14:24:01,375.14,"Sanchez, Christian and Dunn",Mayborough,Online Purchase,MasterCard,No
b1c242f6-79e1-4231-b4e4-2b42b44547f7,1e334141-34a9-473f-ac50-a390152e988b,2024-01-15 03:58:49,930.63,Taylor Ltd,Julieberg,ATM Withdrawal,MasterCard,No
bf13190b-edd1-4f72-bbad-e4ea1b711ea5,ce78b2f1-0197-4975-aa4f-6a43cc37f3cf,2024-07-19 13:44:52,1750.23,Taylor LLC,Port Jasonmouth,ATM Withdrawal,Discover,No
77470758-4743-49f5-99c9-a3431a796ee8,b0b01eeb-f806-48cb-8586-96d91f264125,2023-09-02 20:36:14,160.02,"Mcdowell, Ramos and Maldonado",South Robin,In-Store Purchase,Discover,Yes
34b6c50c-751f-4bd4-a38d-d141bb42b940,bab62f47-0ee6-408a-9440-8f13b1f0dc86,2024-06-22 19:38:22,1617.96,Williams Group,Bonniehaven,In-Store Purchase,Discover,Yes
bead1bd4-ff22-489f-abd6-ebf2240e519a,22a5c622-9b27-4f25-bb7a-bbbb8a4e3487,2023-10-27 00:38:16,1713.37,"Taylor, Garza and Ward",Watsonborough,ATM Withdrawal,Visa,Yes
4f42621a-72ae-4fb5-ac1f-4bb8634b4e02,3959bdd7-c04b-4f5c-ad2a-61a695d3b8bd,2023-09-09 08:43:07,204.84,Robinson Ltd,Oliverfort,Online Purchase,Visa,Yes
a49ce563-6881-4d12-ae00-16c05f65dc98,f6589ee5-8509-4985-b323-c76b0e0feeb1,2024-03-02 07:12:01,1307.77,Davidson-Evans,Garciamouth,ATM Withdrawal,MasterCard,No
60994f13-5176-4b3b-bdc3-80e7815a2bcc,8d3e5cca-36c5-4ab2-a237-d5a3a2b55c70,2023-12-30 05:23:21,1085.77,"Dominguez, Brown and Flores",North Ryanview,Online Purchase,MasterCard,Yes
c00a13db-4633-44ce-af38-303b559758b3,7525060d-d765-4f2a-a122-3a43d79a9b13,2023-11-28 14:07:28,39.37,Lane PLC,West Bryan,Online Purchase,Visa,No
df845d08-d2ae-452e-98c7-e01d56a4f732,cf03b9de-aa8d-4b35-9ab0-28b5fe8452a8,2024-04-10 23:49:58,195.59,Campbell Group,South David,In-Store Purchase,Visa,Yes
24fcb183-b052-4cd8-bbf2-516664063cce,322df8aa-5774-4212-b769-32439720cf93,2024-03-14 00:27:40,1509.6,Zimmerman PLC,Amandastad,In-Store Purchase,Discover,No
297f104c-2bb5-4df2-a359-d64c2be2fd73,6c68b7e5-6cd7-4f90-ac96-b0a544010dd9,2023-08-29 04:37:40,480.4,Baker-Knight,Staceymouth,In-Store Purchase,Amex,No
7a362dcd-c73f-4b21-bd43-0d6021143b88,126e190d-ad14-41dd-a6d9-53312f9d0b30,2024-07-02 13:41:07,818.76,"Manning, Greene and Clark",South Mariaport,ATM Withdrawal,MasterCard,No
8692cf53-80e3-4508-84b5-400a331cd3a3,805060d9-b6b5-459c-b8fc-8d092057367b,2024-03-28 15:03:40,967.9,Fleming-Mccarthy,Jenniferbury,In-Store Purchase,Discover,No
6913ceb9-85bc-4f4b-9aa7-28a1a59b970d,73984c57-24f7-4af7-9651-05453cc373f7,2023-11-12 17:31:54,1730.65,Robbins PLC,East Cathyborough,ATM Withdrawal,Discover,Yes
aec01dff-08ca-4a0f-8a3b-434f1dfa755d,bc5e6757-138e-4a8c-ae7a-4441769dbe42,2024-05-15 12:06:39,1805.86,"Mason, Gross and Trujillo",West Christineberg,ATM Withdrawal,Amex,Yes
9a5cdc2c-e0f4-40c0-b20c-4810e165ba41,c74b1bdd-5e70-4390-98c8-c849b89c2bb0,2023-10-26 05:04:22,337.63,Mcgee Ltd,Hallton,In-Store Purchase,Amex,Yes
2eabd415-9976-4b11-9297-4f483f2e6527,d1f48769-2b63-4ee2-9ded-59e45244b70c,2024-03-14 22:13:19,14.29,"Delacruz, Martin and Williams",Rayburgh,Online Purchase,Discover,No
868649b2-6a70-4b52-8425-3ddb4af5fe3d,1dae4c49-895c-42ec-8cef-56d802361419,2023-09-05 22:21:18,786.94,Jimenez LLC,Rodriguezside,Online Purchase,MasterCard,Yes
142b2fec-b9c3-4b72-bbe6-ffcdcd8bf1fb,26f73446-8efd-40d5-bdda-3073af157ae0,2023-10-02 05:51:31,1853.77,Anderson-Meadows,East Christina,In-Store Purchase,Amex,No
4ac36f0d-146a-4f2d-b4ee-1ca930c08b68,acb21463-057d-438a-97d5-a764a6956465,2024-04-17 00:18:13,1572.41,"Chavez, Dean and West",West Amyborough,ATM Withdrawal,Amex,Yes
2246f4b8-2331-4657-8693-7ac0326c8db9,d0ee842e-69b7-473b-9c4d-f6c0c7e91908,2023-11-23 00:04:06,577.65,Brown Inc,Allenview,Online Purchase,Amex,No
f5cb55d1-efdb-406c-ad3f-db7cb46bc8a9,dac979ed-1c89-48e5-8a68-89fad673fe5b,2024-04-19 02:22:54,1396.22,"Larson, Rodriguez and Owens",Kristafurt,Online Purchase,Discover,Yes
e997cfe7-001d-4636-9325-e6f33c2c6ab6,702b7106-92a9-47bc-b7c1-27c8f8088079,2024-01-01 01:10:26,1463.71,"Costa, Walker and Wiggins",Elliottberg,ATM Withdrawal,Amex,Yes
b09e06e4-d1a1-4965-9c74-92b9a3ea580b,d56377e7-8d49-43f8-a835-389a38e7f9a5,2024-01-28 06:07:09,1568.89,Allen Ltd,New Melissa,ATM Withdrawal,Discover,Yes
cd01bd9d-df04-4d17-8fd7-a8e25f402cfa,39701a96-8760-4bbe-9335-5b11d0f54799,2024-03-22 13:23:32,1327.12,"Smith, Moreno and Schultz",Lisamouth,ATM Withdrawal,Discover,Yes
7e6eeea7-44dd-4be2-a3c9-eadaa3245d22,e7cc25ec-3346-438f-9371-d42cbd0bebbc,2024-05-22 17:32:27,978.48,Clark-Hutchinson,Port David,ATM Withdrawal,MasterCard,Yes
3f0a1342-bc44-4ab9-a91c-7085428f3f8a,ca2b121c-42a3-41d2-a3de-1e662073af6b,2023-10-01 11:24:18,387.9,Jackson Ltd,Alexanderfurt,In-Store Purchase,Visa,Yes
c16a81e5-f3a4-4a66-8f81-65ec3bf83922,159e8da4-c5a6-417f-8a11-6c0444cd89a8,2024-02-10 04:24:18,443.22,"Cole, Craig and Gregory",New Edwin,ATM Withdrawal,Discover,No
4a57ae4b-c25e-4b7b-8798-06ca33ca4fae,b416acfb-71bd-4a7b-87de-36fff8059bb9,2024-07-28 03:35:32,126.38,Case Inc,East James,Online Purchase,Amex,Yes
e5da98aa-2cc2-4b04-8e11-8406113f1631,9e987cda-8c3a-4ea2-bcc9-e98caca0a4a3,2024-06-15 22:51:07,1474.12,"Lawrence, Hutchinson and Wright",Theresastad,ATM Withdrawal,MasterCard,No
e1b0ad67-ea05-443a-af3e-c2a9d472cd6d,e55c6d73-677a-42b3-bb35-bac41c84bfb8,2024-04-21 00:44:17,131.31,"Burton, Salas and Brooks",West Jasminetown,ATM Withdrawal,Visa,Yes
7fddc643-3a69-4f6a-9bf0-bed9f139ee9b,d89a340e-c445-4bd7-8a91-d5ca27bc8523,2023-09-18 06:53:20,634.07,Brown PLC,Lynnbury,ATM Withdrawal,MasterCard,Yes
afefa71e-021f-417b-b826-607d3454ef62,185ed654-efb2-4d70-9165-a9cf80d8ce61,2023-11-24 17:19:51,109.78,"Nguyen, Guerrero and Pitts",Rosarioburgh,In-Store Purchase,Visa,No
e876e38f-b060-4fb0-aa1d-6a9b92a4a63a,f6dda116-afbd-4554-95cc-150191cc2f4c,2023-11-13 10:59:58,958.81,Arnold LLC,Port Nicolefort,Online Purchase,Visa,No
f0bd7592-011b-4286-88fc-4a97f1fc25be,7d20562f-58b5-4f0a-8e0a-23cbf60b56a9,2023-09-22 19:13:51,1839.58,Black-Rodriguez,North Pamelatown,Online Purchase,Discover,Yes
19d4e8a7-c1ac-4940-94f2-6913b9774e98,04350175-923a-4e72-9f77-703dde4302b1,2024-06-11 17:22:16,1066.94,"Stevens, Mendoza and Curtis",East Tina,Online Purchase,Discover,No
f4165049-b35a-4d88-8aa0-e017203e68bb,004c7db3-c21e-447a-a91f-5ad6ced881af,2024-07-13 04:00:20,123.19,Smith-Price,Raymondland,Online Purchase,Visa,Yes
957e4c9f-a488-4506-85d8-5b2ca6522328,273db246-d7f4-4a7d-966e-e6fb1c41c5de,2024-01-29 01:30:43,1020.58,Thompson Group,Youngfurt,Online Purchase,Visa,Yes
74405fed-303d-4a21-a1cc-82a8daa2cd06,6210d59b-308c-49cd-bf41-043629bb5c8d,2024-07-11 09:45:21,1704.17,"Chavez, Hodges and Taylor",West Marvinfurt,In-Store Purchase,MasterCard,Yes
c6292ea9-cfc7-46c6-8266-ca7880ea50ac,45ea3041-977a-46f1-8a86-35ec2aadd87b,2024-01-29 16:43:53,146.36,Morales-Campbell,Maysfort,Online Purchase,Visa,No
0438dc3c-fd24-445e-80e5-0cb0897de4df,99022269-1c42-42ed-88e0-e539a256de27,2024-03-22 14:06:02,145.24,Bell-Morris,Matthewhaven,In-Store Purchase,Visa,No
c9dc5fb2-4e3c-48df-95ae-26d9c97f4eea,3b23a452-608d-41ec-8605-b8247881dbce,2024-06-07 20:02:13,1725.02,Webster-Lowery,Georgemouth,Online Purchase,Visa,No
edb36a20-abe8-4d0a-8d4d-647c54583cdd,0f093658-fdf5-49f9-b115-f1848bd24710,2024-08-10 14:11:18,813.51,"Crawford, Richardson and Terrell",South Elizabethside,ATM Withdrawal,Visa,Yes
497a708e-f5ac-49ae-a1eb-c18268e4fdb4,80b8111c-180d-4808-aff7-911fbf0938bf,2024-06-30 13:48:21,1883.78,Poole-Smith,Port Jessica,In-Store Purchase,Amex,No
b60dab71-7d1a-4819-a722-a97b06d422c2,ceeb96ef-23d6-4f48-b8f3-0fc82f31f136,2024-07-02 22:28:34,1143.65,"Adkins, Figueroa and Parker",West Alan,In-Store Purchase,Visa,No
6fabcb41-3aea-4ea3-ae46-5fc3567fe5ef,be1ad2cb-d00d-4730-b49f-4c78215bd8e3,2023-12-15 02:42:34,1162.05,"Soto, Park and Kelly",Berryberg,In-Store Purchase,MasterCard,Yes
ec88ceaa-4407-4bd3-8694-e575f56dac9d,986d5358-62f2-4e10-aed2-409573d30505,2024-03-06 23:16:03,89.09,Adams-Gutierrez,New Richard,ATM Withdrawal,MasterCard,Yes
f12497c5-6535-443f-9d15-54aede4331a0,329e57ab-861d-4f44-8d8f-bda892948d4a,2024-06-12 05:00:38,173.15,Matthews-Joseph,New Harrytown,Online Purchase,Amex,No
728f291c-993a-4a3e-8a42-b8e3c12f0d75,413afd1c-7027-435b-b740-a8abc57798ab,2024-04-26 07:53:03,1318.17,Morgan PLC,Brettville,Online Purchase,Amex,No
f79dbc2f-376d-493c-8d35-e21f8baef67f,bb4303c3-ab1c-4295-905e-ea8b848bf1b4,2024-02-07 01:11:15,1134.8,Wiley-Crawford,Reesebury,Online Purchase,Amex,No
f3574f2d-3fb9-479a-ac86-6e32ad9960d2,b4cca993-a01a-4b31-8476-9ef1c0d51b8c,2023-11-25 23:43:49,639.58,Collins Inc,New Brittany,Online Purchase,Discover,Yes
9579f992-514d-491e-80a1-e900f3770211,a523ba71-fef3-4a15-b500-25c77c693ee0,2024-07-04 20:55:54,528.92,Lopez and Sons,Mauricefurt,ATM Withdrawal,MasterCard,No
f4b34d24-de9b-46f0-a567-87c395595d66,ab3946ed-f417-4f27-b9dc-7ffc83eb929f,2023-12-17 21:37:35,1342.75,"Green, Sanchez and Miller",Port Andrew,In-Store Purchase,MasterCard,No
9df64b2d-2da5-4efb-8304-a5027d7acafd,a61e9b62-207c-4a53-89a8-6fb5891a21be,2024-07-10 21:56:52,635.23,Buchanan Group,Johnborough,ATM Withdrawal,Visa,No
364ec0ae-e15c-4359-8d8a-8ffd669b6db5,96dd568b-d4e9-4cb3-b5df-5e5ea66c01a0,2023-12-22 21:23:27,538.57,"Ramirez, Martinez and Vargas",Natalieshire,ATM Withdrawal,MasterCard,No
acfc87f1-271e-40e9-a928-05fca25b5b59,4855a062-b9d8-4c69-8ea8-f70fe0594333,2024-05-18 04:40:08,270.45,Stephenson Group,West Michaelfurt,ATM Withdrawal,Discover,No
c0a73406-3972-4f1f-a6e2-9a85936b52ce,7f04d7b4-122d-41eb-b616-024f726aff5b,2023-12-31 12:01:15,1294.55,Adams-Bush,Patrickstad,In-Store Purchase,Discover,Yes
efba8b3d-d439-4f6f-ade3-a5c600d1775f,b34519d0-717f-4694-bff2-0f0bdc94c12f,2024-02-27 09:11:49,919.88,Torres Group,Lake Toddshire,ATM Withdrawal,Visa,No
e7e7ddbf-e4f4-419a-a906-99f6fc2469a9,b133ff1c-d346-4335-92c2-e9cc1ce923c8,2023-12-07 09:11:45,1858.75,"Singh, Long and Miles",Michaelstad,ATM Withdrawal,MasterCard,Yes
49d1dfaa-f42d-4648-9a57-969b126335df,3c7fff24-5991-486a-acbd-d2542b04c73b,2023-11-08 10:00:14,1872.11,"Arnold, Rogers and Cox",Trevinoport,ATM Withdrawal,MasterCard,No
41a88d0b-42a0-4dd5-87dd-ed1e34dfc3d6,4e9ee730-ea13-4cf6-a86a-2b5de0cc4d22,2023-12-10 20:06:22,28.54,Villegas-Anderson,Christopherbury,ATM Withdrawal,Visa,Yes
21b3a098-6a31-4935-bf59-fc93cef9e649,1a4ed253-1c1c-44de-9cb8-b17181075ade,2024-05-13 17:03:23,1246.11,Moses Inc,South Nancyfort,Online Purchase,Amex,Yes
fbebfa9f-7491-44f3-84d9-9229b750b9a6,f35eb38a-4412-4f18-ad66-88625093ee83,2023-11-20 10:43:55,1130.36,Salas-Mason,Lake Chelseaburgh,Online Purchase,Amex,Yes
8187ef44-c566-4a30-90d8-277b373dba89,1827e89f-87de-4350-aeae-28c22be0afd4,2023-12-02 18:40:50,208.96,Robinson Group,Johnmouth,ATM Withdrawal,MasterCard,Yes
02573150-409e-4303-b3c8-9cecb2d627a4,85bc1fac-e89a-439c-897f-3e6b0ae8a51d,2024-06-02 06:07:56,1079.89,"Williams, Miller and Suarez",West Natasha,In-Store Purchase,MasterCard,No
2d821a1a-64fd-41c5-a7ef-bbdcefb1c5b1,9814e2d7-56d5-469f-af02-afd7e328fc34,2024-03-19 22:30:25,1016.71,"Kane, Rodriguez and Williamson",Port Grace,In-Store Purchase,Visa,No
347c6d52-d1e9-48c6-8a29-69a68febfa26,0d3ea71d-be82-4479-8bda-40127814dedb,2023-12-23 17:41:05,273.59,"Waters, Wall and Hansen",North Emily,Online Purchase,Discover,No
c4d77971-61e3-4ed6-ae89-48a462f28399,dc553b91-8637-44a9-a886-7a4290e10a15,2024-05-05 08:51:41,704.53,Stanley LLC,East Timothyview,Online Purchase,Discover,No
ad2bc7e4-7097-4d6e-9a5a-c4d6c6ec85e8,286901c4-0b71-4b0c-96ba-045b8bed6936,2023-08-25 10:31:11,146.89,"Marshall, Burch and Greene",West Christophermouth,ATM Withdrawal,Visa,No
5558e59b-86bf-4cd3-a22f-087fc9438450,55fc7a69-fafe-42df-aa11-798b30348588,2024-07-25 21:56:50,496.13,Stephenson-Dixon,Port Joshua,In-Store Purchase,Visa,No
c1342c79-d8d2-4746-854b-196a470004af,30dc0c0f-6aed-42a2-b4ea-381bb4b7080f,2023-12-08 05:55:25,577.12,Mueller LLC,Clarkburgh,Online Purchase,Discover,Yes
